name,team_name,league,registered_position,age,speed,acceleration,dribbling,ball_control,low_pass,finishing,defensive_awareness,physical_contact,stamina,kicking_power,heading,tight_possession
WELLINGTON,TRAT,TOYOTA Thai League,CB,30,67,61,56,65,62,44,66,77,76,71,68,54
S. BOURARD,ADO DEN HAAG,Eredivisie,AMF,24,70,72,70,69,69,63,50,62,63,66,63,66
E. SALLES,GRENOBLE FOOT 38,Ligue 2 BKT,GK,26,61,63,49,53,57,44,47,76,61,74,60,46
F. OUAAMAR,Free Agents,Free Agent,AMF,27,71,70,73,71,67,62,50,60,75,70,60,70
M. TOSSAKRAI,SUKHOTHAI,TOYOTA Thai League,RMF,33,74,69,68,65,65,62,52,64,67,67,62,70
N. KRUTYAI,SUKHOTHAI,TOYOTA Thai League,CB,28,67,65,63,64,65,54,64,72,67,69,70,60
M. HUDSON,PRESTON WB,English 2nd Division,GK,22,58,60,42,50,55,43,58,70,55,69,60,46
A. NOICHERNPHAN,BURIRAM UNITED,TOYOTA Thai League,CMF,32,70,70,57,67,67,56,61,63,77,65,63,64
DANI VEGA,EXTREMADURA AR,Spanish 2nd Division,CF,23,70,73,72,71,64,68,45,65,63,66,68,60
C. GOMINA,MOREIRENSE,Liga NOS,CF,24,80,79,67,64,64,65,49,68,69,78,62,65
R. MELÉNDEZ,AUDAX ITALIANO,Campeonato PlanVital,LMF,22,69,68,64,63,66,68,65,66,70,70,61,64
J. PASK,COVENTRY B,English 2nd Division,CB,23,66,68,62,63,63,53,66,73,68,67,65,60
M. STRYJEK,LIVINGSTON,Scottish Premiership,GK,24,62,64,53,58,60,45,65,71,61,67,63,46
A. D'EGIDIO,PISA,Serie BKT,GK,24,62,63,50,53,54,52,52,67,58,66,60,46
A. LONG,SOCHAUX,Ligue 2 BKT,GK,23,61,63,47,51,57,44,49,76,60,74,60,43
REZENDE,GOIÁS,BRASILEIRÃO ASSAÍ 2020,CMF,25,74,75,69,68,62,60,60,65,70,68,61,66
SHI XIAODONG,SHANGHAI SIPG,CFA Super League,GK,23,59,58,42,41,44,40,46,75,50,65,60,44
S. DANGSRI,TRAT,TOYOTA Thai League,LB,32,75,78,72,63,61,52,55,62,70,68,61,62
N. MALAPHAN,SAMUT PRAKAN CITY,TOYOTA Thai League,CB,26,65,65,58,60,64,55,68,72,68,67,66,59
C. SAMPHAODI,PORT,TOYOTA Thai League,CF,25,78,80,66,67,65,67,45,63,72,66,63,63
C. JORDAN,BOURNEMOUTH RB,English 2nd Division,CB,21,64,66,59,63,63,52,69,77,66,68,67,59
A. CIGAŅIKS,Free Agents,Free Agent,LWF,23,73,78,69,62,63,62,55,61,70,66,61,61
SERGIO GONZÁLEZ,CÁDIZ AA,Spanish 2nd Division,CB,23,77,74,59,57,65,52,68,65,69,69,67,62
I. OCAMPO,DEPORTES IQUIQUE,Campeonato PlanVital,RWF,20,69,70,67,67,64,62,56,61,67,68,58,63
A. HIDALGO,DEPORTES IQUIQUE,Campeonato PlanVital,CB,22,68,69,60,65,65,56,68,70,68,64,65,61
O. CAMARA,AUXERRE,Ligue 2 BKT,CMF,22,70,74,61,67,72,51,58,68,70,66,63,65
M. HARRIS,CARDIFF B,English 2nd Division,RWF,22,76,77,67,61,65,63,56,65,70,68,60,68
A. MOHAMED,Free Agents,Free Agent,CMF,21,72,76,66,67,65,58,64,70,70,65,62,70
E. GIANI,PISA,Serie BKT,CF,20,73,70,66,66,61,66,48,73,71,70,71,64
G. RUGGIERO,LIVORNO,Serie BKT,DMF,20,71,71,64,63,64,57,63,72,70,69,63,63
WEN JIABAO,TIANJIN TIANHAI,CFA Super League,LMF,21,68,74,66,65,63,55,63,60,67,65,61,69
GAO HAISHENG,SHANGHAI SIPG,CFA Super League,CMF,23,68,69,69,67,67,60,63,66,70,68,61,66
N. BRUNEEL,DUNKERQUE,Ligue 2 BKT,DMF,23,73,74,60,67,71,55,66,63,70,64,65,66
ÁNGEL FRAGA,LUGO RB,Spanish 2nd Division,GK,24,59,58,44,45,48,41,41,68,52,70,60,45
A. ISUFAJ,CHIEVO,Serie BKT,CF,21,72,71,66,64,64,69,48,71,67,69,66,63
PASCU,ADO DEN HAAG,Eredivisie,CMF,20,71,68,65,68,68,61,59,64,68,72,64,67
MARVIN ANIEBOH,ALCORCÓN AA,Spanish 2nd Division,CB,23,68,74,60,63,67,52,68,72,65,65,65,63
J. RIQUELME,HUACHIPATO,Campeonato PlanVital,CMF,21,72,70,66,65,66,59,63,65,71,65,62,62
IGOR BOHN,BOTAFOGO SP,BRASILEIRÃO SÉRIE B 2020,GK,24,59,58,51,58,57,40,65,73,60,70,71,46
D. MARZINO,YOUNG BOYS,Raiffeisen Super League,GK,24,57,59,42,47,55,40,54,78,69,79,60,44
G. GIANNOUTSOS,AEK ATHENS,Other European Leagues,LB,22,71,74,57,64,60,53,67,69,71,64,67,58
D. PÉREZ,PATRIOTAS BOYACÁ,Liga BetPlay DIMAYOR,CMF,22,69,68,66,63,66,58,64,65,70,65,62,65
M. AHLINVI,NÎMES,Ligue 1 Uber Eats,DMF,21,72,70,63,65,66,52,64,70,70,62,62,59
A. SAMUEL,WYCOMBE B,English 2nd Division,CF,25,77,79,66,65,60,64,51,64,73,71,66,58
S. BALLESTEROS,DEPORTES ANTOFAGASTA,Campeonato PlanVital,LB,20,72,75,68,64,66,60,55,60,67,71,60,66
J. MORENO,MILLONARIOS,Liga BetPlay DIMAYOR,GK,21,59,58,50,47,53,40,65,75,57,78,70,51
H. ÇINEMRE,GÖZTEPE,Süper Lig,CB,26,68,72,61,60,63,55,62,75,69,66,72,58
R. OBLEAC,FROSINONE,Serie BKT,CMF,20,71,69,67,67,67,60,62,64,70,67,62,66
R. SANDFORD,MILLWALL BW,English 2nd Division,GK,21,63,62,49,54,57,43,41,70,59,73,65,48
N. SIMEONI,VENEZIA,Serie BKT,LWF,21,72,69,68,67,62,66,54,72,68,67,68,63
R. EAST,Free Agents,Free Agent,CMF,22,71,73,62,65,67,60,57,62,75,68,60,61
V. THEOCHARIS,PANATHINAIKOS,Other European Leagues,DMF,22,68,66,63,67,65,55,68,64,72,66,63,65
C. GIOUSIS,AEK ATHENS,Other European Leagues,RWF,21,73,74,70,66,65,64,53,62,69,63,60,63
S. LAITON,AUXERRE,Ligue 2 BKT,GK,20,62,60,49,53,59,43,53,76,61,75,60,45
A. DESJARDINS,SPEZIA,Serie BKT,GK,20,66,66,51,53,55,46,50,72,65,72,60,49
CHEN WEIMING,GUANGZHOU R&F,CFA Super League,RB,23,68,71,66,65,66,56,63,64,65,65,62,68
FENG BOXUAN,GUANGZHOU EVERGRANDE,CFA Super League,RMF,23,76,75,67,66,65,63,49,64,65,70,60,70
V. BAUME,SPORTING CHARLEROI,Jupiler Pro League,GK,23,62,63,48,55,59,46,48,71,52,65,60,46
I. LURATI,SION,Raiffeisen Super League,CB,23,67,62,53,59,62,56,73,70,68,67,79,60
M. KEMPTER,ZÜRICH,Raiffeisen Super League,LB,25,77,75,63,59,61,52,61,63,77,69,64,58
A. NURUDEEN,KAS EUPEN,Jupiler Pro League,GK,21,64,61,50,48,53,40,52,71,54,75,60,47
S. GUIDOTTI,LUGANO,Raiffeisen Super League,CMF,21,73,70,66,71,68,56,56,71,72,65,60,70
A. ÇELEBI,BEŞİKTAŞ,Süper Lig,CB,21,62,68,52,57,58,51,74,75,64,65,77,55
B. JOHNSON,WEST HAM RB,English League,RB,20,76,74,67,64,62,52,66,60,68,60,60,65
C. TOVAR,DEPORTIVO PASTO,Liga BetPlay DIMAYOR,CB,22,69,65,63,65,65,46,66,75,70,68,71,62
A. GARCÍA,ONCE CALDAS,Liga BetPlay DIMAYOR,LB,19,67,68,67,70,65,51,58,58,65,67,65,66
D. CONTRERAS,RIONEGRO,Liga BetPlay DIMAYOR,CMF,26,74,75,68,64,61,58,71,60,73,67,63,65
K. FERREYRA,ALIANZA LIMA,Other Latin American Teams,LWF,21,73,75,67,67,61,69,43,67,68,69,68,65
O. EDWARDS,Free Agents,Free Agent,RMF,21,77,77,67,67,64,63,51,62,63,67,60,64
R. KAKEETO,AAB,3F Superliga,DMF,25,71,76,59,65,64,54,60,64,73,68,63,63
F. HAMMAR,BRENTFORD RW,English 2nd Division,DMF,19,70,66,66,63,63,56,63,70,71,65,64,65
H. DEMIR,KASIMPAŞA,Süper Lig,CMF,22,68,74,62,67,70,60,63,62,69,64,60,66
R. SILA,PARIS,Ligue 2 BKT,RWF,22,78,73,68,67,62,66,49,68,69,66,67,66
M. FISCHER,NANCY,Ligue 2 BKT,LB,22,74,72,63,64,61,55,59,69,71,63,64,65
J. WACHPIROM,TRUE BANGKOK UNITED,TOYOTA Thai League,RMF,23,74,78,71,64,64,55,52,61,74,65,61,66
MARCELO,FLUMINENSE,BRASILEIRÃO ASSAÍ 2020,GK,18,59,58,55,55,57,40,61,68,56,67,70,46
GABRIEL,ATHLETICO PARANAENSE,BRASILEIRÃO ASSAÍ 2020,GK,22,59,58,51,53,57,40,62,77,58,71,70,48
G. FIGLIUZZI,Free Agents,Free Agent,GK,20,63,61,48,50,54,43,47,71,56,69,60,46
LI CHENGLONG,BEIJING RENHE,CFA Super League,RB,23,68,72,61,62,63,55,63,65,63,66,65,61
C. AGUIRRE,UNIÓN LA CALERA,Campeonato PlanVital,CF,21,70,71,65,65,60,65,50,67,72,70,65,63
T. SECCHI,RODEZ,Ligue 2 BKT,GK,23,59,58,59,55,58,40,65,75,56,67,60,49
M. SANDERS,BRIGHTON WB,English League,CMF,21,66,67,67,66,69,62,61,64,67,64,60,67
YANG GUOYUAN,HENAN JIANYE,CFA Super League,RMF,23,72,73,67,66,64,61,58,64,65,65,60,68
LIU GUOBO,BEIJING GUOAN,CFA Super League,RMF,21,70,73,68,66,64,62,55,66,67,65,60,68
C. BALDOVINO,ALIANZA PETROLERA,Liga BetPlay DIMAYOR,GK,23,63,61,62,59,58,42,65,75,61,79,70,63
S. WOLF,LUZERN,Raiffeisen Super League,CMF,22,74,77,64,69,66,55,56,64,75,71,61,67
B. STIRLING,HIBERNIAN,Scottish Premiership,DMF,22,70,68,63,61,64,60,64,65,70,65,65,61
C. CASTAÑO,LA EQUIDAD,Liga BetPlay DIMAYOR,AMF,21,67,67,65,70,66,56,57,65,67,65,61,69
S. ÖZKAN,TRABZONSPOR,Süper Lig,LB,21,76,72,58,62,60,59,62,67,72,66,65,57
O. ORUÇ,KONYASPOR,Süper Lig,GK,20,58,53,50,53,57,40,55,76,53,79,70,49
J. TRUQUE,ONCE CALDAS,Liga BetPlay DIMAYOR,GK,21,68,66,61,60,59,40,66,71,58,78,60,54
J. DÍAZ,MÁLAGA AB,Spanish 2nd Division,LWF,20,70,76,71,71,66,60,53,65,67,65,60,69
C. THONGTAE,SUPHANBURI,TOYOTA Thai League,AMF,29,66,68,68,70,72,62,54,63,72,65,60,64
WATTAYUCHUTIKUL,SUKHOTHAI,TOYOTA Thai League,LB,28,74,76,64,62,64,45,62,60,64,65,62,62
N. JAROENBOOT,SUKHOTHAI,TOYOTA Thai League,CMF,29,74,76,72,66,67,59,50,61,75,67,60,66
K. SRISUWAN,RATCHABURI MITRPHOL,TOYOTA Thai League,CMF,26,72,74,67,67,68,59,57,62,77,62,61,69
S. KAIKAEW,RAYONG FC,TOYOTA Thai League,AMF,34,76,74,68,65,67,61,57,62,61,66,56,66
K. BOONMATOON,SUKHOTHAI,TOYOTA Thai League,AMF,33,70,77,64,69,68,60,57,61,72,69,60,69
WU SHAOCONG,GUANGZHOU EVERGRANDE,CFA Super League,CB,20,68,65,60,62,62,55,65,74,67,66,70,58
K. KAMAN,CHONBURI,TOYOTA Thai League,CB,21,70,71,58,56,64,50,69,67,68,66,66,56
C. CHIMTALAY,BG PATHUM UNITED,TOYOTA Thai League,CF,37,70,68,68,66,61,66,47,66,70,68,72,65
S. CHANNGOM,BG PATHUM UNITED,TOYOTA Thai League,RB,24,73,76,62,60,60,45,65,64,70,65,62,64
C. SRINAWONG,SAMUT PRAKAN CITY,TOYOTA Thai League,CF,27,78,77,65,63,60,68,55,62,74,72,61,62
M. TAWEEKULKARN,NAKHONRATCHASIMA MAZDA,TOYOTA Thai League,CMF,36,67,68,64,66,65,60,64,64,71,65,61,66
BALTAZAR,SION,Raiffeisen Super League,RWF,20,74,78,74,65,65,56,51,64,69,63,60,70
PHILIPPE,SION,Raiffeisen Super League,CF,20,75,72,66,67,59,69,51,68,66,69,70,59
S. SERCHENKOV,ROTOR VOLGOGRAD,Tinkoff Russian Premier Liga,RWF,23,73,78,71,70,65,64,56,62,65,67,60,60
M. SIBY,STRASBOURG,Ligue 1 Uber Eats,DMF,24,69,66,61,65,65,54,63,70,70,62,64,64
ÁLEX REY,LUGO RB,Spanish 2nd Division,DMF,22,72,71,62,65,65,57,60,67,67,63,62,63
R. WIROONSRI,TRAT,TOYOTA Thai League,CMF,28,73,72,61,64,66,57,59,68,79,72,63,63
MEECHOK MAHASARANUK.,SUPHANBURI,TOYOTA Thai League,RB,23,76,76,64,65,65,52,60,65,65,64,60,60
ZHAO JIANFEI,SHANDONG LUNENG TAISHAN,CFA Super League,CB,21,65,68,58,64,64,52,69,70,66,68,66,58
AHMED MOSTAFA,GENT,Jupiler Pro League,LWF,23,77,78,72,71,65,58,48,61,67,67,61,60
E. ISUFI,BASEL,Raiffeisen Super League,CB,20,71,73,56,58,59,51,64,73,67,61,72,60
C. HERRERA,CURICÓ UNIDO,Campeonato PlanVital,CMF,25,66,66,65,66,68,59,59,68,68,66,62,65
T. FRANCOIS,FULHAM W,English League,CMF,20,76,76,63,69,67,57,58,62,73,67,55,66
SHAO SHUAI,BEIJING RENHE,CFA Super League,CF,23,69,67,64,65,62,66,51,70,66,65,65,70
A. SOKOL,ARSENAL TULA,Tinkoff Russian Premier Liga,CB,23,69,66,55,59,57,49,72,76,67,65,73,60
B. ALBAYRAK,RİZESPOR,Süper Lig,CB,22,69,64,60,61,61,51,70,75,64,64,75,58
T. CALLENS,CAEN,Ligue 2 BKT,GK,22,62,61,50,55,58,43,50,76,62,75,60,45
G. TRAORÉ,AMIENS,Ligue 2 BKT,LWF,21,75,79,63,62,62,59,56,61,74,68,61,58
I. DIARRA,BORDEAUX,Ligue 1 Uber Eats,CF,22,72,74,67,64,65,68,56,67,64,67,68,60
M. ARTURIA,TALLERES DE CÓRDOBA,Liga Profesional de Fútbol,CF,22,72,68,62,64,63,67,46,79,68,75,76,61
F. BETTACHE,QUEEN'S PARK BW,English 2nd Division,CMF,20,71,73,69,68,67,55,54,63,75,66,62,65
B. COOPER,Free Agents,Free Agent,CB,20,70,64,60,64,67,52,64,72,75,67,69,61
C. MALLEY,Free Agents,Free Agent,AMF,20,71,69,63,65,69,58,54,73,77,71,62,67
K. ANDRADE,AMÉRICA DE CALI,Liga BetPlay DIMAYOR,CB,21,65,67,56,60,62,50,69,78,67,71,72,57
M. DE SMET,ZULTE-WAREGEM,Jupiler Pro League,CMF,20,68,72,69,71,68,58,52,62,68,64,60,67
A. GOMEZ MANCINI,ANGERS,Ligue 1 Uber Eats,AMF,19,70,71,67,70,70,60,54,68,68,65,60,68
T. QUINTANA,UNIÓN ESPAÑOLA,Campeonato PlanVital,CB,20,66,65,62,65,66,58,66,70,69,69,67,63
C. COVENTRY,WEST HAM RB,English League,DMF,20,67,65,63,66,67,60,63,65,65,64,60,66
O. DEMAN,CERCLE BRUGGE,Jupiler Pro League,AMF,20,72,74,72,71,65,60,50,63,66,67,62,69
K. NKUBA,SPORTING CHARLEROI,Jupiler Pro League,LWF,18,77,82,74,72,57,60,42,61,61,67,60,73
LI JINQING,SHENZHEN KAISA,CFA Super League,CMF,23,71,75,62,65,65,62,62,65,67,67,62,66
CHEN FUJUN,SHENZHEN KAISA,CFA Super League,CF,23,71,73,66,66,63,66,51,65,66,65,61,64
HAN JIAQI,GUANGZHOU R&F,CFA Super League,GK,21,57,56,50,48,52,40,46,74,56,75,65,46
P. JARRUNAI,TRAT,TOYOTA Thai League,AMF,35,78,78,65,66,67,60,55,60,69,63,55,66
T. TSIGARAS,PAOK,Other European Leagues,CMF,20,70,74,64,70,69,57,59,61,68,67,60,67
B. GALDAMES,UNIÓN ESPAÑOLA,Campeonato PlanVital,AMF,19,70,72,67,66,65,58,64,67,66,65,62,65
VONGCHIENGKHAM,PT PRACHUAP,TOYOTA Thai League,RMF,28,75,78,65,68,64,62,54,59,68,64,50,61
CHITCHANOK X.,NAKHONRATCHASIMA MAZDA,TOYOTA Thai League,CF,26,72,72,66,71,64,66,49,65,68,65,62,66
A. KOIKI,BURNLEY RB,English League,LB,21,82,79,61,62,63,52,61,64,66,64,60,65
P. ARGAÑARAZ,CENTRAL CÓRDOBA SDE,Liga Profesional de Fútbol,CF,22,82,81,68,65,63,66,48,68,69,69,63,64
DIOGO,OESTE,BRASILEIRÃO SÉRIE B 2020,LB,18,74,76,69,63,62,49,58,60,69,66,64,60
VINICIUS,CRUZEIRO,BRASILEIRÃO SÉRIE B 2020,GK,21,59,58,60,58,58,40,65,70,56,67,60,46
LUAN,PONTE PRETA,BRASILEIRÃO SÉRIE B 2020,GK,23,59,58,59,56,57,40,58,75,60,68,61,46
WÁLBER,ATHLETICO PARANAENSE,BRASILEIRÃO ASSAÍ 2020,CB,23,68,66,64,62,65,45,67,73,68,67,70,59
CHRISTIAN,ATHLETICO PARANAENSE,BRASILEIRÃO ASSAÍ 2020,CMF,20,74,73,64,66,68,58,64,66,63,65,60,65
N. BALONGO,SINT-TRUIDEN,Jupiler Pro League,CF,21,72,70,66,63,61,68,49,72,65,74,73,64
A. GONZÁLEZ,MIRANDA DE EBRO RN,Spanish 2nd Division,GK,24,60,59,42,45,46,41,45,72,64,66,60,46
S. CELLA,CREMONESE,Serie BKT,DMF,19,67,65,61,66,67,57,66,70,70,68,64,64
A. GALLO,LECCE,Serie A TIM,LMF,20,77,76,68,65,62,60,51,63,66,69,60,63
P. BASTIANELLO,FROSINONE,Serie BKT,GK,22,60,59,48,50,53,44,53,71,57,68,70,47
D. LAZZARI,SALERNITANA,Serie BKT,GK,23,64,64,52,52,53,50,50,76,62,73,61,51
S. TIFFONEY,LIVINGSTON,Scottish Premiership,LMF,22,76,73,70,65,64,63,49,63,69,68,60,64
E. DEMIR,KAYSERİSPOR,Süper Lig,AMF,16,72,75,75,73,66,56,52,61,64,64,60,72
N. SAINTINI,SION,Raiffeisen Super League,CB,20,71,69,59,62,64,51,69,76,64,65,75,56
ZAW MIN TUN,SUKHOTHAI,TOYOTA Thai League,CB,28,68,65,56,60,59,54,69,70,71,62,72,54
V. PRADO,JAGUARES DE CÓRDOBA,Liga BetPlay DIMAYOR,DMF,21,69,68,65,64,67,57,58,70,70,66,62,66
Y. CONGO,DEPORTIVO CALI,Liga BetPlay DIMAYOR,CMF,22,72,74,67,66,72,56,56,66,69,69,63,69
A. ZEKA,ROYAL EXCEL MOUSCRON,Jupiler Pro League,RWF,22,77,73,71,64,61,62,48,61,64,73,70,60
A. PEREYRA,Free Agents,Free Agent,RB,22,72,71,65,65,64,55,56,75,66,68,64,63
F. RODRÍGUEZ,GODOY CRUZ,Liga Profesional de Fútbol,CB,20,69,68,63,63,62,55,66,79,72,73,70,61
M. FLORES,COQUIMBO UNIDO,Campeonato PlanVital,CMF,25,75,75,62,65,65,55,60,60,75,70,62,65
A. ANTUNES,SERVETTE,Raiffeisen Super League,AMF,20,75,73,70,72,68,61,50,64,65,68,61,68
P. CÁRDENAS,COBRESAL,Campeonato PlanVital,DMF,20,73,70,60,68,65,54,64,66,69,67,65,63
R. MACIVER,MOTHERWELL,Scottish Premiership,AMF,21,80,76,66,69,67,64,45,60,69,66,65,62
K. MORENO,MILLONARIOS,Liga BetPlay DIMAYOR,DMF,20,68,65,63,63,67,47,65,73,67,72,68,65
WANG ZIXIANG,CHONGQING DANGDAI LIFAN,CFA Super League,GK,22,58,60,42,44,44,41,45,70,52,62,60,42
N. SILVA,HUACHIPATO,Campeonato PlanVital,RWF,21,71,72,67,62,63,65,55,63,67,66,64,64
N. KORKMAZ,KAYSERİSPOR,Süper Lig,LWF,18,72,75,73,69,61,63,53,61,63,66,60,68
C. SAENGDAO,SCG MUANGTHONG UNITED,TOYOTA Thai League,CB,23,72,70,58,62,61,50,68,68,66,65,69,60
BAO YAXIONG,HEBEI CHINA FORTUNE,CFA Super League,GK,23,52,55,42,45,44,41,45,72,50,65,60,46
HE YUPENG,DALIAN PRO,CFA Super League,RB,21,71,73,63,62,63,54,61,62,65,66,61,64
M. CORNEJO,ALIANZA LIMA,Other Latin American Teams,AMF,20,72,74,68,68,67,58,51,61,66,68,60,69
M. DEVILLE,Free Agents,Free Agent,RWF,28,70,69,67,60,61,69,51,76,72,69,73,64
D. VELLA,Free Agents,Free Agent,DMF,24,71,70,61,65,64,57,60,63,71,69,63,64
JORDI ALÁEZ,Free Agents,Free Agent,AMF,22,75,78,70,64,61,70,53,69,74,72,62,66
M. KUUSK,Free Agents,Free Agent,CB,24,66,64,61,60,68,45,72,68,67,68,68,58
L. KLIMAVIČIUS,Free Agents,Free Agent,CB,31,65,58,55,65,65,45,69,77,71,69,71,62
D. KAUFMANN,Free Agents,Free Agent,CB,30,65,61,56,63,63,51,71,73,68,65,73,58
M. GÖPPEL,Free Agents,Free Agent,LB,23,75,73,62,65,63,53,62,61,75,67,65,61
L. CENSONI,Free Agents,Free Agent,DMF,24,62,66,59,65,65,56,61,70,74,67,65,63
K. JOENSEN,Free Agents,Free Agent,GK,28,49,55,47,53,54,40,57,73,56,71,62,46
Y. JUÁREZ,ALDOSIVI,Liga Profesional de Fútbol,LMF,18,74,76,68,66,62,62,46,75,66,71,61,65
BENTO,ATHLETICO PARANAENSE,BRASILEIRÃO ASSAÍ 2020,GK,21,57,53,51,53,54,40,47,80,57,79,68,48
I. HONEY,POLICE TERO,TOYOTA Thai League,CB,27,76,79,66,58,60,59,68,68,69,65,64,60
BRUNO,VENEZIA,Serie BKT,GK,22,62,61,54,58,58,40,49,76,56,67,70,50
G. GAMBETTA,SPORT BOYS,Other Latin American Teams,GK,22,63,61,56,55,59,40,64,71,60,80,60,57
W. VASQUEZ,SPORT BOYS,Other Latin American Teams,LWF,22,70,69,62,67,62,67,46,66,66,67,66,68
K. ISA,ATLÉTICO TUCUMÁN,Liga Profesional de Fútbol,LWF,19,78,76,70,66,63,64,49,65,68,70,60,62
N. FRICK,Free Agents,Free Agent,AMF,19,73,69,69,72,66,63,52,72,63,79,62,69
J. SEMPLE,MOTHERWELL,Scottish Premiership,LWF,19,74,71,68,63,64,67,46,64,65,65,62,64
A. IPPOLITO,ROYAL EXCEL MOUSCRON,Jupiler Pro League,CMF,25,71,77,71,70,67,57,50,61,71,67,60,71
R. KASA,PARMA,Serie A TIM,RWF,19,71,78,67,62,64,64,50,67,75,68,60,57
ALEXANDER,VASCO DA GAMA,BRASILEIRÃO ASSAÍ 2020,GK,21,56,60,43,45,44,41,45,72,52,65,70,43
A. PINTO,CENTRAL CÓRDOBA SDE,Liga Profesional de Fútbol,CMF,20,78,81,70,65,66,58,56,60,73,68,59,63
K. AKTAŞ,GAZİANTEP FK,Süper Lig,DMF,25,69,70,61,68,64,56,58,69,73,65,65,63
A. DRISCOLL-GLENNON,BURNLEY RB,English League,LB,21,68,68,59,62,62,52,66,68,65,65,64,61
Y. SERDYUK,BOAVISTA,Liga NOS,CF,22,73,68,64,63,61,66,56,66,66,70,65,62
J. GEMMER,HORSENS,3F Superliga,CMF,24,71,71,67,67,63,59,57,75,71,68,73,66
W. RAMÍREZ,CÚCUTA DEPORTIVO,Liga BetPlay DIMAYOR,RB,20,70,69,66,62,62,66,55,69,66,69,65,63
F. PAVONE,Free Agents,Free Agent,SS,20,73,74,70,67,65,68,49,64,67,68,62,65
M. TROVATO,Free Agents,Free Agent,CMF,22,63,69,66,69,67,56,55,63,68,65,61,66
J. SERY,MIDTJYLLAND,3F Superliga,CB,20,71,66,61,62,60,52,66,70,70,66,66,60
E. ESPINOZA,COLO COLO,Campeonato PlanVital,CMF,19,70,71,67,67,65,61,57,65,68,69,61,66
F. ÜZÜM,TRABZONSPOR,Süper Lig,LWF,21,76,80,72,64,58,64,49,63,70,68,60,64
R. HENDRIKS,FEYENOORD,Eredivisie,CB,19,70,68,61,61,67,45,72,71,62,69,70,62
JAVI SIVERIO,SANTANDER VB,Spanish 2nd Division,CF,23,70,71,67,66,61,70,49,61,68,68,68,65
RIKI RODRÍGUEZ,OVIEDO A,Spanish 2nd Division,AMF,23,72,74,70,68,69,61,50,61,66,68,60,72
A. UGUR,FORTUNA SITTARD,Eredivisie,CMF,19,73,70,68,67,67,60,62,64,67,70,65,66
M. AKPINAR,Free Agents,Free Agent,CF,18,74,72,67,62,61,68,53,70,71,70,65,64
S. ERALP,GENÇLERBİRLİĞİ,Süper Lig,AMF,23,68,73,66,67,67,60,57,65,70,70,62,69
LI YANG,SHANGHAI SHENHUA,CFA Super League,CB,23,69,67,57,63,61,52,67,69,65,65,67,62
E. CUEVAS,CENTRAL CÓRDOBA SDE,Liga Profesional de Fútbol,CMF,23,73,72,64,65,66,60,61,75,74,70,60,62
O. TURP,FENERBAHÇE,Süper Lig,CB,20,67,62,55,58,63,51,71,74,65,64,73,62
M. ACUÑA,CENTRAL CÓRDOBA SDE,Liga Profesional de Fútbol,CB,22,66,65,54,57,61,46,68,82,66,69,73,56
D. MISTRAFOVIC,LUZERN,Raiffeisen Super League,DMF,19,71,68,58,67,65,53,66,69,71,70,70,64
V. ZAGARITIS,PANATHINAIKOS,Other European Leagues,LB,19,74,76,69,65,65,53,58,61,68,62,61,68
L. CUNDLE,WOLVERHAMPTON YB,English League,CMF,18,68,71,63,66,67,58,62,65,67,66,60,63
D. VOLK,RUBIN KAZAN,Tinkoff Russian Premier Liga,GK,19,57,55,43,52,57,42,60,78,54,80,63,46
G. ENRIQUE,GIMNASIA LA PLATA,Liga Profesional de Fútbol,RMF,20,75,73,66,64,65,60,58,72,68,68,62,62
R. BALBUENA,ARSENAL DE SARANDÍ,Liga Profesional de Fútbol,CMF,20,75,79,74,71,65,59,51,61,67,72,60,72
J. CRUZ,BANFIELD,Liga Profesional de Fútbol,CF,21,73,68,60,66,61,68,46,74,77,72,70,65
I. CISSÉ,GENT,Jupiler Pro League,CB,19,73,65,61,58,62,48,70,74,65,69,76,57
J. NARDONI,UNIÓN,Liga Profesional de Fútbol,CMF,18,71,69,64,65,72,57,64,78,67,68,65,62
F. RIVASSEAU,PATRONATO,Liga Profesional de Fútbol,GK,23,63,61,50,53,55,40,58,79,56,76,60,51
C. BOMBO,TROYES,Ligue 2 BKT,DMF,21,72,68,62,62,66,57,59,66,74,67,63,63
N. JABY,CLERMONT,Ligue 2 BKT,AMF,19,70,74,75,69,72,54,51,60,65,66,60,72
D. BARNES,Free Agents,Free Agent,GK,26,57,54,55,51,60,40,53,75,56,74,72,46
S. RAUX-YAO,CERCLE BRUGGE,Jupiler Pro League,CB,21,67,65,55,62,61,50,66,83,65,63,72,58
J. VOKINS,SOUTHAMPTON RW,English League,LB,20,67,70,65,60,63,45,63,68,70,71,65,60
L. AMBROGIO,ARGENTINOS JUNIORS,Liga Profesional de Fútbol,CF,21,75,71,68,65,60,65,44,71,66,74,65,63
P. SCHÜPBACH,Free Agents,Free Agent,LB,20,76,78,62,61,61,51,56,68,72,64,62,60
XIE ZHIWEI,JIANGSU SUNING,CFA Super League,CMF,22,68,69,61,65,65,59,64,65,68,70,63,65
E. LIRUSSI,Free Agents,Free Agent,CF,19,76,77,71,70,64,64,48,62,71,67,62,68
C. BRYM,ROYAL EXCEL MOUSCRON,Jupiler Pro League,CF,22,69,70,64,64,58,67,46,65,68,67,67,65
