Rndrng_Prvdr_First_Name,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_Type,Tot_Benes,Bene_Avg_Age
aleah,barnes,certified registered nurse anesthetist (crna),27,69
hannah,ship,physical therapist in private practice,22,74
annie,hudson,occupational therapist in private practice,22,63
brooke,ellis,occupational therapist in private practice,33,70
gerald,hanna,optometry,18,74
samantha,deluca,obstetrics & gynecology,26,65
joseph,harwell,infectious disease,15,72
willis,navarro,hematology-oncology,18,71
elana,scheiner,optometry,31,78
brian,harte,internal medicine,13,76
tinh,hua,emergency medicine,28,64
margaret,ness,family practice,22,71
david,mcpartlin,optometry,34,72
michele,lanza,nurse practitioner,24,69
david,carlson,internal medicine,25,70
jeff,hijazi,chiropractic,44,72
courtney,lehmen,chiropractic,42,73
li,xu,obstetrics & gynecology,23,72
tiffany,kimble,physician assistant,15,70
italo,di prisco,maxillofacial surgery,24,73
amber,paulsen,optometry,42,73
laura,dellacort-erickson,occupational therapist in private practice,35,71
kristen,aland,obstetrics & gynecology,44,66
joseph,homy,physician assistant,22,75
heather,mestdagh,chiropractic,29,69
molly,bailey,physician assistant,14,67
ofiong,okon,nurse practitioner,24,74
gabrielle,rolland,general surgery,15,69
patricia,maudlin,physician assistant,33,71
christopher,sokalski,physician assistant,20,73
patrick,kupiec,dermatology,33,69
bradley,powers,optometry,18,74
stephen,siejka,physical therapist in private practice,49,69
bhargavi,chekuri,family practice,40,72
lauren,garner,nurse practitioner,18,67
timmy,davis,nurse practitioner,20,73
courtney,chenault,physician assistant,21,79
oded,cohen,otolaryngology,19,75
eleni,polites,occupational therapist in private practice,46,72
kelli,bagwell,internal medicine,14,71
kendra,yakobson,physician assistant,22,67
rebecca,rathburn,nurse practitioner,23,68
leah,halloran,certified registered nurse anesthetist (crna),28,69
katlynn,nelson,nurse practitioner,40,66
kaitlin,thornton,physical therapist in private practice,20,73
emily,miller,physical therapist in private practice,35,73
inconnu,inter-canyon fire protection district,ambulance service provider,23,72
shih,liu,neurosurgery,35,69
mariedel,barroga-schlegel,family practice,17,68
carole,cunningham,physical therapist in private practice,14,81
elaine,tanaka,general surgery,16,63
natalie,maguire,occupational therapist in private practice,57,72
david,cohen,gastroenterology,16,69
claudia,chavez,optometry,30,75
edgar,achkar,gastroenterology,28,74
david,cass,family practice,23,67
angela,antonacci-gimbel,anesthesiology,14,77
anita,booth,nurse practitioner,20,64
brian,babka,sports medicine,45,69
james,severns,physician assistant,18,72
warren,phipps,infectious disease,26,68
ruth marie,coleman wind,obstetrics & gynecology,26,64
david,giannetto,emergency medicine,19,65
tami,eisaman,physical therapist in private practice,19,72
denise,stoufflet-gernhause,certified registered nurse anesthetist (crna),37,74
kathleen,connor,physician assistant,23,71
charanjit,bains,internal medicine,18,72
lisa,cutillo,audiologist,33,76
joshua,barron,certified registered nurse anesthetist (crna),26,69
luis,maduro,family practice,26,72
steven,manuel,chiropractic,42,69
sharon,meindle,physical therapist in private practice,48,74
allison,nelson,obstetrics & gynecology,46,68
michelle,cove,optometry,37,70
tracy,cushing,nurse practitioner,23,64
debra,gonzalez,otolaryngology,30,72
leonard,weiss,emergency medicine,24,72
derek,gallant,chiropractic,27,74
lara,bickford,emergency medicine,26,71
rodolfo,rey,obstetrics & gynecology,26,61
huma,farid,obstetrics & gynecology,41,65
morag,bell,certified registered nurse anesthetist (crna),34,69
stephanie,edwards,physician assistant,19,59
haruka,snow,general surgery,28,72
kathryn,webber-plank,certified registered nurse anesthetist (crna),34,73
kevin,tielens,physical therapist in private practice,45,69
ashley,surigao,speech language pathologist,20,73
hicks,manson,orthopedic surgery,17,76
elgie,camales,nurse practitioner,40,73
brittney,iturrizaga,certified registered nurse anesthetist (crna),15,74
marisa,sturza,obstetrics & gynecology,32,64
matthew,seaman,general surgery,19,64
melissa,miller,internal medicine,17,75
ashley,enke,occupational therapist in private practice,37,68
nyima,tunkara,nurse practitioner,16,70
mercy,ngeusang,nurse practitioner,14,69
lucas,rowan,physical therapist in private practice,22,70
mackenzie,hines,internal medicine,13,65
meaghan,dearwester,physician assistant,18,71
melanie,frieh,physician assistant,20,71
nina,gallimore,physician assistant,26,74
nancy,dunn,audiologist,26,74
claudia,koch,family practice,30,69
michael,harnisch,general surgery,25,77
john,menezes,plastic and reconstructive surgery,21,72
travis,terrell,obstetrics & gynecology,41,70
daniel,rapport,psychiatry,15,63
mary,welch,physical medicine and rehabilitation,17,66
james,sweeney,optometry,36,69
saira,rana,obstetrics & gynecology,30,71
christine,powel,nurse practitioner,15,82
nancy,ragosta-mazza,optometry,15,74
tan,scheraldi,physical therapist in private practice,48,71
kelly,long,physician assistant,20,73
kelly,saversky,speech language pathologist,25,72
timothy,belden,nurse practitioner,14,77
frank,martusciello,chiropractic,38,74
ritu,kumar,emergency medicine,13,72
mihaela,podovei,anesthesiology,24,71
lesley,richards,nurse practitioner,28,72
georgeanne,raftopoulos,anesthesiology,17,71
darren,hollander,chiropractic,31,71
rebecca,welch,obstetrics & gynecology,25,71
mary,lizotte,physical therapist in private practice,15,71
carrie,marfione,nurse practitioner,40,62
megan,geloneck,ophthalmology,29,67
melissa,vick,physician assistant,29,76
cassandra,daniels,nurse practitioner,18,65
vanessa,hoy,anesthesiology,22,74
sreeja,biswas roy,diagnostic radiology,22,73
yana,gofman,internal medicine,23,68
phillip,kucab,neurology,13,62
anna,lyons,physician assistant,27,73
carly,feltz,physical therapist in private practice,29,70
edmond,gordon,physical therapist in private practice,28,75
paul,choi,physical therapist in private practice,31,75
neil,kalwani,cardiology,24,71
anna,mesina,obstetrics & gynecology,41,71
gabriel,long,chiropractic,46,69
antonio,pullano,obstetrics & gynecology,25,70
alex,li,diagnostic radiology,16,68
daniel,gates,nurse practitioner,17,74
inconnu,wave ultrasound llc,independent diagnostic testing facility (idtf),14,74
casey,hollowell,occupational therapist in private practice,24,75
jordan,love-enriquez,speech language pathologist,28,76
elizabeth,davis,audiologist,31,74
shikara,jordan,nurse practitioner,27,71
elizabeth,morrell,nurse practitioner,27,68
christopher,davis,certified registered nurse anesthetist (crna),19,73
kevin,innes,certified registered nurse anesthetist (crna),25,75
ciaran,lane,otolaryngology,30,70
madeline,longo,nurse practitioner,28,69
emma,cyr,physical therapist in private practice,20,70
coral,munch,physical therapist in private practice,28,75
stephanie,figgins,nurse practitioner,23,70
emily,burgess,physical therapist in private practice,30,75
barbara,brown,certified registered nurse anesthetist (crna),33,73
john,davis,general surgery,24,68
david,sudderth,neurology,41,70
michelle,kominiarek,hospitalist,44,62
pamela,ikuta,emergency medicine,15,78
mandy,david,physician assistant,23,71
richard,ondrizek,obstetrics & gynecology,24,69
rajib,das,physician assistant,28,73
jack,clark,chiropractic,41,73
leonard,wasserman,obstetrics & gynecology,51,67
priya,shah,physician assistant,21,69
victoria,mills,obstetrics & gynecology,15,67
john,king,physician assistant,27,71
benjamin,miller,physician assistant,25,69
michael,warner,chiropractic,37,73
roger,mcmillen,chiropractic,21,67
felicia,simonis,optometry,28,74
eric,sakowski,chiropractic,37,72
karen,schield,certified registered nurse anesthetist (crna),31,72
lindsey,brooks,"psychologist, clinical",16,69
vipul,singh,pulmonary disease,20,64
laurie,yonemoto,anesthesiology,39,75
kristen,klement,plastic and reconstructive surgery,29,69
arie,marancenbaum,emergency medicine,20,70
kimberly,rydbom,internal medicine,16,75
elizabeth,spence,occupational therapist in private practice,32,72
jeanette,toney,obstetrics & gynecology,31,67
mark,liebich,chiropractic,56,71
carolyn,haunschild,gynecological oncology,28,71
anne,brinkman,nurse practitioner,15,73
kimberly,churchill,physician assistant,23,71
molly,scheich,physician assistant,16,76
lindsay,hefner,nurse practitioner,23,72
michele,kassmeier,physician assistant,19,66
cameron,beilke,chiropractic,24,69
nicole,ciccia,physician assistant,14,72
joel,woodruff,family practice,16,76
gabriella,ursick,physician assistant,13,69
radharani,woods vizcaino,physician assistant,21,70
alexandra,clancy,physician assistant,17,72
naila,iqbal,physician assistant,20,72
shannon,avena,optometry,33,72
priam,sandilya,podiatry,18,74
pamela,leisure-svaranowic,nurse practitioner,23,71
hannah,tate,certified registered nurse anesthetist (crna),19,70
claire,schmidt,physician assistant,30,75
jordan,litschewski,physical therapist in private practice,29,72
alexandria,boyle,physician assistant,13,78
kristina,tinkle,physician assistant,17,76
debra,larkins,obstetrics & gynecology,22,68
lisa,meyers,chiropractic,26,65
georgia,hooper peek,"psychologist, clinical",14,78
daniel,miles,neurology,27,67
amy,paulson,occupational therapist in private practice,23,71
magued,khouzam,general surgery,14,72
charles,clinch,obstetrics & gynecology,32,72
rehana,siddiqui,general practice,23,75
julie,sidelinger,physician assistant,27,73
stephanie,byerly,anesthesiology,22,70
michelle,wong,anesthesiology,37,74
michael,saito,pediatric medicine,24,61
panfilo,demayo,physical therapist in private practice,20,70
robert,izenberg,general surgery,17,72
bonnie,kennedy,certified registered nurse anesthetist (crna),34,72
stephen,kessler,family practice,17,69
john,hudson,maxillofacial surgery,34,70
john,akers,maxillofacial surgery,28,77
chowdary,adusumilli,emergency medicine,14,69
kenneth,carney,urology,14,69
ty,kwaiser,obstetrics & gynecology,35,68
william,schneider,maxillofacial surgery,30,75
wayne,gerig,optometry,29,72
michael,cardenas,obstetrics & gynecology,19,68
david,standifer,physical therapist in private practice,53,71
gregg,fisher,chiropractic,42,75
kristine,kobayashi,optometry,33,74
nadege,coupet,internal medicine,37,73
david,ginsberg,chiropractic,35,71
david,soloway,chiropractic,28,72
mark,simard,optometry,32,73
wayne,buessing,chiropractic,32,70
anna,kwaizer,certified registered nurse anesthetist (crna),21,69
elizabeth,buisker,family practice,20,70
kimberly,wampler,optometry,46,73
robert,newkirk,optometry,41,71
danise,seaters,nurse practitioner,20,70
diana,mong,obstetrics & gynecology,15,65
phillip,williford,physician assistant,21,73
maria de los angeles,muniz,pathology,21,70
daniel,jensen,physical therapist in private practice,20,72
katie,keck,ophthalmology,23,68
esther,dorzin,obstetrics & gynecology,52,69
valerie,martinson,certified registered nurse anesthetist (crna),26,73
kaitlin,mccarty,physician assistant,22,69
malina,khamvongsa,optometry,31,73
cortney,jolin,certified registered nurse anesthetist (crna),20,74
gabrielle,abissi,physical medicine and rehabilitation,15,71
kimmy,nguyen,physician assistant,36,71
arthur,bigsby,oral surgery (dentist only),31,72
shayla,vu,internal medicine,26,71
ashley,lewis,nurse practitioner,16,70
benish,fatima,anesthesiology,17,72
juliana,berk-krauss,dermatology,36,69
christine,lam,anesthesiology,33,70
ramin,lail,nurse practitioner,22,66
amber,vandenbos,nurse practitioner,32,68
meredith,sneed,occupational therapist in private practice,35,74
melissa,scherber,certified registered nurse anesthetist (crna),18,71
tyler,mcgrath,nurse practitioner,16,70
hyosuk,kim,physical therapist in private practice,22,69
catherine,campbell,certified registered nurse anesthetist (crna),15,73
raechel,bayuzick,physician assistant,26,72
mario,imola,plastic and reconstructive surgery,27,72
inconnu,xinim corporation,pharmacy,23,72
margaret,ford,certified registered nurse anesthetist (crna),24,68
paul,wesling,optometry,24,76
brian,green,chiropractic,36,71
dudley,brown,obstetrics & gynecology,28,70
thomas,loughran,medical oncology,44,71
donald,clayton,allergy/ immunology,14,69
melissa,chiasson,obstetrics & gynecology,41,71
danny,nielson,chiropractic,41,74
christopher,zastawrny,chiropractic,35,71
jessica,anchor-samuels,pediatric medicine,13,74
paul,moots,neurology,45,59
mary,robinson,nurse practitioner,33,67
carolyn,mcnulty,obstetrics & gynecology,23,67
yangzi,jiang,optometry,31,70
paula,enderson,physician assistant,22,80
shai,goel,certified registered nurse anesthetist (crna),19,69
zaiba,malik,ophthalmology,19,67
philip,corcoran,cardiac surgery,19,73
mary,moskwa,occupational therapist in private practice,22,74
jacob,hoover,internal medicine,15,75
summer,wirth,obstetrics & gynecology,25,70
evan,grossman,gastroenterology,24,72
john,soliman,maxillofacial surgery,47,72
derek,elwart,chiropractic,30,71
erin,weindorf,physician assistant,17,71
danielle,vandervelden,certified registered nurse anesthetist (crna),25,66
inconnu,grasonville volunteer fire department inc,ambulance service provider,12,74
benjamin,chartier,physician assistant,23,73
nichole,allen,pathology,41,72
vanessa,canas,obstetrics & gynecology,38,67
sophia,traven,orthopedic surgery,24,75
jennifer,steffens,physician assistant,14,70
claudia,hammi,anesthesiology,33,73
kimberly,daigneault,nurse practitioner,40,73
alana,boling-aldaco,certified registered nurse anesthetist (crna),27,74
desaree,irizarry,nurse practitioner,20,67
vincent,polo,physician assistant,22,70
taylor,infante,internal medicine,23,67
lindsay,sweetman,nurse practitioner,20,64
lauren,vanderlip,certified registered nurse anesthetist (crna),22,67
rupinder,dhillon,physician assistant,17,63
rebecca,penner,physician assistant,39,71
jennifer,parker,nurse practitioner,14,68
kal,lezak,physician assistant,25,67
maeve,dowdall,nurse practitioner,29,78
anne,holien,physical therapist in private practice,29,71
ashley,shaver,nurse practitioner,20,76
christopher,o'connor,physician assistant,26,64
alan,tuthill,chiropractic,44,72
vivian,montemayor,chiropractic,30,73
richard,wardrop,internal medicine,16,70
edmond,thomas,certified registered nurse anesthetist (crna),24,73
gail,mcdonald,obstetrics & gynecology,21,71
scott,radinovic,certified registered nurse anesthetist (crna),30,68
mark,biletch,neurology,32,67
ronald,lubelchek,infectious disease,17,61
fang,liu,certified registered nurse anesthetist (crna),20,71
ronald,ackerman,obstetrics & gynecology,29,71
david,baum,emergency medicine,32,70
amy,hock,occupational therapist in private practice,32,71
laura,wildman,physician assistant,17,75
vinette,tummings,obstetrics & gynecology,18,62
laura,palcisko,nurse practitioner,35,68
christopher,mccarthy,orthopedic surgery,17,73
brita,rook,ophthalmology,24,71
pedro,abrantes,podiatry,26,78
collin,tam,optometry,27,71
sheema,rabbaig,internal medicine,12,70
grayr,movsesyan,chiropractic,26,69
juliann,chacko,physical therapist in private practice,26,76
karen,anklam,certified registered nurse anesthetist (crna),22,69
kamilah,ray-boyd,physician assistant,23,66
dina,miller,nurse practitioner,13,70
douglas,allen,physical therapist in private practice,24,71
